상호명,상권업종소분류명,시도명,시군구명,위도,경도,좌석 수,1인 좌석 수,콘센트 ,와이파이 속도
제주팜카페,카페,제주특별자치도,서귀포시,33.23380908,126.3103619,26,13,21,148mbps
섭지로카페,카페,제주특별자치도,서귀포시,33.44461017,126.9185861,33,8,13,51mbps
은,카페,제주특별자치도,제주시,33.49143275,126.4762957,37,9,36,89mbps
에코타운,카페,제주특별자치도,서귀포시,33.21316391,126.2820032,17,8,1,149mbps
예쁘다애월,카페,제주특별자치도,제주시,33.47457492,126.3754951,12,3,8,143mbps
미깡,카페,제주특별자치도,서귀포시,33.27917676,126.6202368,11,5,7,144mbps
도리관광농원,카페,제주특별자치도,제주시,33.43394458,126.6726644,45,15,40,69mbps
넙빌레카페,카페,제주특별자치도,서귀포시,33.26939652,126.6486685,46,23,30,146mbps
백금당제주점,카페,제주특별자치도,제주시,33.49065348,126.5437139,48,9,32,138mbps
테라스8.9,카페,제주특별자치도,서귀포시,33.23764953,126.362679,45,22,41,125mbps
장호,카페,제주특별자치도,제주시,33.49967325,126.518517,45,22,40,77mbps
라라스토리,카페,제주특별자치도,제주시,33.45440226,126.4427343,21,7,6,88mbps
칼라,카페,제주특별자치도,제주시,33.51561842,126.5766805,10,3,3,138mbps
꼭지,카페,제주특별자치도,제주시,33.52254178,126.8556597,17,4,4,115mbps
구하나구칠,카페,제주특별자치도,서귀포시,33.26349905,126.6149063,43,8,24,76mbps
길용당,카페,제주특별자치도,제주시,33.48956189,126.4947391,31,6,21,100mbps
여유로이,카페,제주특별자치도,제주시,33.50845611,126.5426734,45,22,34,65mbps
삐끄니끄,카페,제주특별자치도,제주시,33.48495652,126.4973912,24,4,12,139mbps
곤을커피,카페,제주특별자치도,제주시,33.52236507,126.5593709,10,5,8,55mbps
제주에인감귤밭,카페,제주특별자치도,서귀포시,33.25655978,126.5390107,32,10,32,148mbps
커피먹는고냉이,카페,제주특별자치도,서귀포시,33.43672252,126.920841,27,13,8,60mbps
모리노코에,카페,제주특별자치도,제주시,33.48707543,126.5343608,42,8,30,81mbps
코데인커피로스터스,카페,제주특별자치도,서귀포시,33.23508262,126.2962757,14,4,12,104mbps
디엔에스,카페,제주특별자치도,제주시,33.46394038,126.3132135,29,5,25,123mbps
메가엠지씨커피제주무지개,카페,제주특별자치도,제주시,33.50875091,126.4717249,46,15,38,67mbps
봄봄516점,카페,제주특별자치도,서귀포시,33.27108701,126.5856889,46,23,37,131mbps
구면카페,카페,제주특별자치도,서귀포시,33.35155002,126.7662035,19,3,13,118mbps
돌셋,카페,제주특별자치도,서귀포시,33.21199468,126.291945,12,3,3,59mbps
해안,카페,제주특별자치도,제주시,33.32226114,126.1668646,26,8,20,78mbps
바띠,카페,제주특별자치도,서귀포시,33.305056,126.7677235,15,7,8,96mbps
카페소낭,카페,제주특별자치도,서귀포시,33.25428156,126.4191653,47,11,41,123mbps
아카페라,카페,제주특별자치도,제주시,33.45723319,126.5642936,48,9,47,143mbps
에이바우트커피,카페,제주특별자치도,제주시,33.51620917,126.5257231,42,21,39,56mbps
가마우지,카페,제주특별자치도,제주시,33.51721563,126.5319605,13,4,4,121mbps
카페디크레,카페,제주특별자치도,제주시,33.46767515,126.5046555,21,4,19,99mbps
브라더와이투케이,카페,제주특별자치도,서귀포시,33.46852742,126.9292462,17,4,2,149mbps
이립,카페,제주특별자치도,제주시,33.31488876,126.24932,23,11,6,97mbps
무한의서커피로스터스,카페,제주특별자치도,제주시,33.40461434,126.2551279,44,14,44,55mbps
나무,카페,제주특별자치도,서귀포시,33.26414762,126.2555069,34,8,20,97mbps
차차커피코제주연동점,카페,제주특별자치도,제주시,33.48614514,126.488217,50,12,34,102mbps
수르,카페,제주특별자치도,서귀포시,33.27662892,126.1924474,48,9,42,57mbps
투빅커피태흥점,카페,제주특별자치도,서귀포시,33.29390244,126.758069,13,4,8,119mbps
스타벅스,카페,제주특별자치도,제주시,33.54248649,126.6686166,29,7,28,88mbps
빽다방제주일도인제점,카페,제주특별자치도,제주시,33.50540238,126.5409567,31,6,27,67mbps
스타벅스,카페,제주특별자치도,제주시,33.51240211,126.4845107,18,4,11,111mbps
카페코지,카페,제주특별자치도,서귀포시,33.46822991,126.9292787,11,5,2,110mbps
스타벅스,카페,제주특별자치도,제주시,33.39387629,126.2402366,30,7,18,55mbps
커피쿡서귀포,카페,제주특별자치도,서귀포시,33.2590488,126.5693367,29,5,29,124mbps
더커브,카페,제주특별자치도,제주시,33.46250304,126.31742,33,8,26,85mbps
코스튼커피,카페,제주특별자치도,제주시,33.49842994,126.528123,26,8,13,60mbps
비올리브,카페,제주특별자치도,서귀포시,33.25247012,126.4271182,33,11,29,126mbps
노리롱,카페,제주특별자치도,제주시,33.47711318,126.5202772,33,11,21,112mbps
스타벅스,카페,제주특별자치도,제주시,33.50048187,126.5295216,18,9,4,71mbps
스타벅스,카페,제주특별자치도,제주시,33.48496773,126.480434,44,8,39,80mbps
스타벅스,카페,제주특별자치도,서귀포시,33.44970564,126.9207002,50,16,46,130mbps
카페콜코리,카페,제주특별자치도,서귀포시,33.26342821,126.6211958,16,5,4,107mbps
산정오늘베를린,카페,제주특별자치도,제주시,33.49644344,126.7010864,46,9,40,132mbps
우미,카페,제주특별자치도,서귀포시,33.29142588,126.6761607,44,11,37,95mbps
컴포즈커피제주공항렌트카점,카페,제주특별자치도,제주시,33.5015021,126.4889123,17,8,0,140mbps
테스그릭,카페,제주특별자치도,제주시,33.48009866,126.4739108,26,5,15,66mbps
위즈,카페,제주특별자치도,제주시,33.48751466,126.4321283,22,11,9,138mbps
오소록제주,카페,제주특별자치도,제주시,33.49824319,126.5217425,27,5,21,68mbps
올댓커피제주,카페,제주특별자치도,제주시,33.46276006,126.3101034,34,17,29,103mbps
화용다방,카페,제주특별자치도,서귀포시,33.2486491,126.5630459,16,3,12,142mbps
선갤러리카페,카페,제주특별자치도,제주시,33.4750134,126.5135755,48,16,37,79mbps
할리스제주도두해안,카페,제주특별자치도,제주시,33.50902652,126.4729286,36,9,27,97mbps
호미,카페,제주특별자치도,제주시,33.5333089,126.6186988,37,18,24,74mbps
그까페,카페,제주특별자치도,제주시,33.51285701,126.52149,24,8,15,121mbps
무제,카페,제주특별자치도,서귀포시,33.28285059,126.7327115,44,8,28,146mbps
피서지다방,카페,제주특별자치도,서귀포시,33.25069557,126.5629821,38,9,23,72mbps
우림,카페,제주특별자치도,제주시,33.49703077,126.5420878,19,9,14,102mbps
커피공장,카페,제주특별자치도,제주시,33.44398211,126.2960347,29,5,26,78mbps
연수로13,카페,제주특별자치도,제주시,33.5034933,126.5464769,43,8,25,149mbps
비원당구카페,카페,제주특별자치도,제주시,33.48791007,126.4768979,46,15,45,99mbps
투빅커피한경조수점,카페,제주특별자치도,제주시,33.33652946,126.2334631,47,11,35,64mbps
담담히,카페,제주특별자치도,제주시,33.49239638,126.5136397,27,6,10,84mbps
은가비카페,카페,제주특별자치도,제주시,33.41680878,126.3105745,16,5,5,129mbps
차귀도노을족욕카페,카페,제주특별자치도,제주시,33.30953508,126.1661803,13,3,12,53mbps
로그릭,카페,제주특별자치도,서귀포시,33.25188834,126.4241388,17,8,4,127mbps
더벤티서홍점,카페,제주특별자치도,서귀포시,33.25647318,126.5573621,27,9,24,101mbps
놀멍쉬멍톨카페,카페,제주특별자치도,서귀포시,33.25054691,126.5155525,35,7,24,141mbps
플레이커피랩,카페,제주특별자치도,서귀포시,33.25059969,126.5588082,41,8,26,107mbps
카페덕자,카페,제주특별자치도,제주시,33.51980282,126.5822897,28,9,14,81mbps
호랑호랑,카페,제주특별자치도,서귀포시,33.45003076,126.9215388,19,9,7,98mbps
동네커피,카페,제주특별자치도,서귀포시,33.26093267,126.5588958,14,7,4,72mbps
별,카페,제주특별자치도,제주시,33.50380007,126.5202053,22,11,20,134mbps
과일로,카페,제주특별자치도,서귀포시,33.3076399,126.780527,50,16,33,69mbps
커피한라,카페,제주특별자치도,제주시,33.476904,126.4774589,42,21,32,119mbps
까페색동,카페,제주특별자치도,서귀포시,33.32197625,126.7912523,10,2,7,81mbps
테라도스,카페,제주특별자치도,제주시,33.45274763,126.3423954,24,12,22,142mbps
메가엠지씨커피협재해수욕장점,카페,제주특별자치도,제주시,33.39315559,126.2403288,18,6,14,144mbps
코메트커피,카페,제주특별자치도,제주시,33.48909493,126.4133093,38,12,38,61mbps
스푸레무따,카페,제주특별자치도,제주시,33.46730508,126.4846487,34,8,15,95mbps
무상찻집,카페,제주특별자치도,제주시,33.50099149,126.514388,16,3,12,90mbps
봄봄제주,카페,제주특별자치도,제주시,33.51411532,126.5370682,40,13,28,71mbps
봉봉이,카페,제주특별자치도,제주시,33.51721048,126.5402162,15,3,2,143mbps
브라보커피웍스,카페,제주특별자치도,제주시,33.5215561,126.8609789,39,19,21,54mbps
스타벅스,카페,제주특별자치도,서귀포시,33.25506849,126.4158549,27,6,15,105mbps
스타벅스,카페,제주특별자치도,제주시,33.4726973,126.3487641,43,8,37,63mbps
바람의노래,카페,제주특별자치도,제주시,33.340586,126.270787,42,10,25,57mbps
느랑,카페,제주특별자치도,제주시,33.50782248,126.6797804,13,4,6,72mbps
너는나의봄,카페,제주특별자치도,서귀포시,33.17461517,126.271918,30,15,28,91mbps
아우아우,카페,제주특별자치도,제주시,33.4882106,126.693206,34,6,26,114mbps
스타벅스,카페,제주특별자치도,제주시,33.51334929,126.5252436,50,12,38,71mbps
새록,카페,제주특별자치도,제주시,33.47383649,126.5505045,50,25,47,89mbps
섬,카페,제주특별자치도,제주시,33.40533367,126.2282586,22,11,18,134mbps
청자다방천지점,카페,제주특별자치도,서귀포시,33.24941618,126.5581381,30,7,21,142mbps
스타벅스,카페,제주특별자치도,서귀포시,33.29182472,126.2842904,47,15,28,119mbps
할리스,카페,제주특별자치도,제주시,33.49381812,126.5340341,27,6,16,90mbps
미레이나,카페,제주특별자치도,제주시,33.35240639,126.1825523,37,9,30,52mbps
스타벅스,카페,제주특별자치도,제주시,33.48032623,126.5234872,50,12,32,59mbps
스타벅스,카페,제주특별자치도,서귀포시,33.46286872,126.9355007,20,10,20,124mbps
스타벅스,카페,제주특별자치도,서귀포시,33.30497034,126.316352,39,13,29,60mbps
파티세리쥬레,카페,제주특별자치도,제주시,33.47891477,126.4669247,27,9,24,70mbps
스타벅스,카페,제주특별자치도,제주시,33.50729521,126.5408176,25,5,24,93mbps
스타벅스,카페,제주특별자치도,서귀포시,33.20677207,126.2899707,16,5,1,132mbps
스타벅스,카페,제주특별자치도,제주시,33.51669033,126.5035583,31,10,26,126mbps
멜로우베이킹카페,카페,제주특별자치도,제주시,33.53394135,126.6761745,49,12,31,54mbps
디스트로,카페,제주특별자치도,제주시,33.47019377,126.5430358,34,11,21,105mbps
스타벅스,카페,제주특별자치도,서귀포시,33.24952039,126.5067161,28,9,13,76mbps
스타벅스,카페,제주특별자치도,제주시,33.48782272,126.4818588,13,6,1,82mbps
유리한커피,카페,제주특별자치도,제주시,33.48998578,126.5387031,26,13,18,133mbps
이오스,카페,제주특별자치도,서귀포시,33.34905457,126.8281866,38,19,23,93mbps
무제,카페,제주특별자치도,제주시,33.51208951,126.5282426,31,6,25,120mbps
스타벅스,카페,제주특별자치도,서귀포시,33.25122161,126.412672,42,14,37,89mbps
원주다방,카페,제주특별자치도,서귀포시,33.24953686,126.5642326,35,7,17,101mbps
메가엠지씨커피제주외도점,카페,제주특별자치도,제주시,33.48853573,126.4306582,16,5,14,66mbps
카페멜록,카페,제주특별자치도,제주시,33.46736074,126.3387029,25,12,20,126mbps
온당,카페,제주특별자치도,제주시,33.55434002,126.7479555,12,2,9,91mbps
소길언제나,카페,제주특별자치도,제주시,33.44121877,126.3796164,12,2,3,86mbps
솔트스톤시티,카페,제주특별자치도,제주시,33.49782953,126.529084,19,6,1,53mbps
스타벅스,카페,제주특별자치도,제주시,33.51173631,126.5804342,19,4,12,130mbps
차롱가게,카페,제주특별자치도,서귀포시,33.29194292,126.5278956,33,8,30,65mbps
안녕소깍,카페,제주특별자치도,서귀포시,33.2586603,126.6247364,41,10,23,93mbps
고산의낮고산의밤,카페,제주특별자치도,제주시,33.30339528,126.1797351,44,22,25,64mbps
해가커피,카페,제주특별자치도,서귀포시,33.25035467,126.3236667,19,4,5,106mbps
송악산농장카페,카페,제주특별자치도,서귀포시,33.208177,126.2896912,11,3,6,80mbps
테이크타임커피로스터스,카페,제주특별자치도,제주시,33.34464271,126.1769423,12,3,5,128mbps
담다제주,카페,제주특별자치도,서귀포시,33.36044863,126.7659863,32,10,27,62mbps
코데인커피앙투라지,카페,제주특별자치도,서귀포시,33.24850319,126.5071296,49,16,33,112mbps
하양한,카페,제주특별자치도,제주시,33.54274147,126.6628769,20,6,3,110mbps
오아시스인제주,카페,제주특별자치도,제주시,33.51379472,126.5479085,13,2,10,59mbps
커피91로,카페,제주특별자치도,제주시,33.5058148,126.5354981,28,7,10,74mbps
수북,카페,제주특별자치도,제주시,33.50300264,126.5285502,11,2,5,64mbps
온듯,카페,제주특별자치도,제주시,33.5174902,126.4984517,13,6,9,115mbps
킁킁,카페,제주특별자치도,제주시,33.46614942,126.5086766,36,12,19,141mbps
빽다방제주이도초교점,카페,제주특별자치도,제주시,33.4890576,126.5340058,40,8,31,113mbps
컴포즈커피제주이호테우점,카페,제주특별자치도,제주시,33.49689115,126.4521472,49,12,34,79mbps
해온제과,카페,제주특별자치도,제주시,33.53606655,126.6332209,11,3,6,97mbps
2투1카페,카페,제주특별자치도,제주시,33.48906994,126.4934938,29,7,24,135mbps
그린루스카,카페,제주특별자치도,제주시,33.50534039,126.5152139,17,8,13,112mbps
달타냥,카페,제주특별자치도,서귀포시,33.26667247,126.6206666,46,11,44,53mbps
업소명없음,카페,제주특별자치도,서귀포시,33.2375508,126.5169332,41,13,27,72mbps
브라보커피웍스,카페,제주특별자치도,제주시,33.5215561,126.8609789,38,7,21,136mbps
매머드익스프레스서귀포일호,카페,제주특별자치도,서귀포시,33.2519674,126.560572,47,15,34,145mbps
컴포즈커피제주동초교점,카페,제주특별자치도,제주시,33.51337277,126.5338002,38,12,33,119mbps
라스트플라츠커피,카페,제주특별자치도,제주시,33.48970156,126.5374349,32,10,31,64mbps
한수풀마루,카페,제주특별자치도,제주시,33.41588987,126.2636324,40,20,38,83mbps
카페이사벨,카페,제주특별자치도,제주시,33.47884271,126.5536525,14,4,13,87mbps
컴포즈커피제주,카페,제주특별자치도,제주시,33.5421172,126.6653988,45,11,42,114mbps
마리벨하모어촌계직영,카페,제주특별자치도,서귀포시,33.21043258,126.2575172,21,4,20,147mbps
